index,noise_k,label,pred_origin,pred_my,pred_random,pred_lz,is_equal_my,is_equal_random,is_equal_lz
9-14,5,palm_tree,velvet,velvet,velvet,velvet,True,True,True
9-15,5,hamster,redbone,redbone,redbone,redbone,True,True,True
9-16,5,ray,electric_ray,electric_ray,electric_ray,electric_ray,True,True,True
9-17,5,dolphin,dugong,dugong,dugong,dugong,True,True,True
9-18,5,cattle,Indian_elephant,sorrel,sorrel,sorrel,False,False,False
9-19,5,streetcar,milk_can,milk_can,milk_can,milk_can,True,True,True
10-0,5,flatfish,Kerry_blue_terrier,Kerry_blue_terrier,Kerry_blue_terrier,Kerry_blue_terrier,True,True,True
10-1,5,orange,consomme,orange,consomme,consomme,False,True,True
10-2,5,willow_tree,black_stork,black_stork,black_stork,black_stork,True,True,True
10-3,5,train,moving_van,moving_van,moving_van,moving_van,True,True,True
10-4,5,cattle,otterhound,Brabancon_griffon,Brabancon_griffon,Brabancon_griffon,False,False,False
10-5,5,wolf,ice_bear,ice_bear,ice_bear,ice_bear,True,True,True
10-6,5,shrew,ice_bear,ice_bear,ice_bear,ice_bear,True,True,True
10-7,5,ray,dugong,dugong,dugong,dugong,True,True,True
10-8,5,lizard,Sealyham_terrier,Sealyham_terrier,Sealyham_terrier,Sealyham_terrier,True,True,True
10-9,5,shark,grey_whale,grey_whale,grey_whale,grey_whale,True,True,True
10-10,5,cockroach,isopod,isopod,isopod,isopod,True,True,True
10-11,5,boy,pedestal,pedestal,pedestal,pedestal,True,True,True
10-12,5,bicycle,half_track,magnetic_compass,cassette_player,magnetic_compass,False,False,False
10-13,5,wolf,red_wolf,red_wolf,red_wolf,red_wolf,True,True,True
10-14,5,otter,red-breasted_merganser,red-breasted_merganser,red-breasted_merganser,Indian_elephant,True,True,False
10-15,5,poppy,gong,gong,thresher,gong,True,False,True
10-16,5,mouse,triceratops,triceratops,triceratops,triceratops,True,True,True
10-17,5,orchid,table_lamp,table_lamp,table_lamp,table_lamp,True,True,True
10-18,5,dolphin,dugong,dugong,dugong,dugong,True,True,True
10-19,5,rabbit,dugong,dugong,dugong,dugong,True,True,True
11-0,5,lamp,shoji,shoji,shoji,shoji,True,True,True
11-1,5,worm,tiger,tiger,tiger,tiger,True,True,True
11-2,5,kangaroo,Bedlington_terrier,Bedlington_terrier,Bedlington_terrier,Bedlington_terrier,True,True,True
11-3,5,turtle,Persian_cat,Persian_cat,Persian_cat,Persian_cat,True,True,True
11-4,5,snail,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
11-5,5,palm_tree,cardoon,cardoon,cardoon,cardoon,True,True,True
11-6,5,beetle,sidewinder,sidewinder,sidewinder,sidewinder,True,True,True
11-7,5,orchid,Japanese_spaniel,Japanese_spaniel,Japanese_spaniel,Japanese_spaniel,True,True,True
11-8,5,porcupine,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
11-9,5,boy,Windsor_tie,Windsor_tie,Windsor_tie,Windsor_tie,True,True,True
11-10,5,rocket,fountain,fountain,fountain,fountain,True,True,True
11-11,5,dinosaur,triceratops,triceratops,triceratops,platypus,True,True,False
11-12,5,raccoon,affenpinscher,affenpinscher,affenpinscher,affenpinscher,True,True,True
11-13,5,girl,milk_can,milk_can,milk_can,milk_can,True,True,True
11-14,5,palm_tree,thresher,thresher,worm_fence,thresher,True,False,True
11-15,5,mouse,weasel,weasel,weasel,weasel,True,True,True
11-16,5,seal,brown_bear,brown_bear,brown_bear,brown_bear,True,True,True
11-17,5,aquarium_fish,rock_beauty,rock_beauty,rock_beauty,rock_beauty,True,True,True
11-18,5,house,mobile_home,mobile_home,mobile_home,monastery,True,True,False
11-19,5,mountain,grey_whale,grey_whale,grey_whale,grey_whale,True,True,True
12-0,5,seal,otter,otter,otter,otter,True,True,True
12-1,5,ray,dugong,dugong,dugong,dugong,True,True,True
12-2,5,rabbit,velvet,velvet,velvet,velvet,True,True,True
12-3,5,ray,platypus,platypus,platypus,platypus,True,True,True
12-4,5,worm,nipple,nipple,nipple,nipple,True,True,True
12-5,5,snail,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
12-6,5,trout,Madagascar_cat,Madagascar_cat,Madagascar_cat,Madagascar_cat,True,True,True
12-7,5,plain,ice_bear,ice_bear,ice_bear,ice_bear,True,True,True
12-8,5,butterfly,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
12-9,5,wardrobe,chiffonier,chiffonier,chiffonier,chiffonier,True,True,True
12-10,5,telephone,hand-held_computer,hand-held_computer,hand-held_computer,hand-held_computer,True,True,True
12-11,5,trout,thresher,thresher,thresher,thresher,True,True,True
12-12,5,possum,grey_fox,grey_fox,squirrel_monkey,kit_fox,True,False,False
12-13,5,fox,kit_fox,kit_fox,kit_fox,kit_fox,True,True,True
12-14,5,cloud,space_shuttle,geyser,space_shuttle,geyser,False,True,False
12-15,5,possum,langur,Windsor_tie,langur,Windsor_tie,False,True,False
12-16,5,elephant,Indian_elephant,black-and-tan_coonhound,black-and-tan_coonhound,black-and-tan_coonhound,False,False,False
12-17,5,bee,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
12-18,5,palm_tree,lakeside,lakeside,lakeside,lakeside,True,True,True
12-19,5,lizard,common_newt,common_newt,common_newt,common_newt,True,True,True
13-0,5,bicycle,milk_can,milk_can,milk_can,milk_can,True,True,True
13-1,5,mouse,lesser_panda,lesser_panda,lesser_panda,lesser_panda,True,True,True
13-2,5,possum,patas,patas,Madagascar_cat,patas,True,False,True
13-3,5,lamp,can_opener,can_opener,cassette_player,cassette_player,True,False,False
13-4,5,squirrel,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
13-5,5,raccoon,Madagascar_cat,Madagascar_cat,Madagascar_cat,Madagascar_cat,True,True,True
13-6,5,lobster,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
13-7,5,ray,killer_whale,killer_whale,killer_whale,killer_whale,True,True,True
13-8,5,pear,frying_pan,frying_pan,frying_pan,frying_pan,True,True,True
13-9,5,rabbit,rock_python,fox_squirrel,fox_squirrel,fox_squirrel,False,False,False
13-10,5,aquarium_fish,rock_beauty,rock_beauty,rock_beauty,rock_beauty,True,True,True
13-11,5,squirrel,vine_snake,axolotl,vine_snake,axolotl,False,True,False
13-12,5,fox,red_fox,red_fox,red_fox,red_fox,True,True,True
13-13,5,bottle,whiskey_jug,whiskey_jug,whiskey_jug,whiskey_jug,True,True,True
13-14,5,cattle,Indian_elephant,Indian_elephant,Indian_elephant,Indian_elephant,True,True,True
13-15,5,tulip,bell_pepper,bell_pepper,bell_pepper,bell_pepper,True,True,True
13-16,5,motorcycle,thresher,thresher,thresher,thresher,True,True,True
13-17,5,lobster,rotisserie,rotisserie,rotisserie,rotisserie,True,True,True
13-18,5,cattle,Japanese_spaniel,Japanese_spaniel,Japanese_spaniel,Japanese_spaniel,True,True,True
13-19,5,crocodile,fire_screen,fire_screen,fire_screen,fire_screen,True,True,True
14-0,5,squirrel,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
14-1,5,spider,platypus,platypus,platypus,platypus,True,True,True
14-2,5,cockroach,tick,tick,tick,tick,True,True,True
14-3,5,whale,frying_pan,frying_pan,frying_pan,frying_pan,True,True,True
14-4,5,turtle,chain,fox_squirrel,chain,fox_squirrel,False,True,False
14-5,5,butterfly,stinkhorn,stinkhorn,stinkhorn,stinkhorn,True,True,True
14-6,5,snail,barrel,barrel,gong,gong,True,False,False
14-7,5,palm_tree,milk_can,milk_can,milk_can,milk_can,True,True,True
14-8,5,squirrel,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
14-9,5,house,moving_van,moving_van,moving_van,moving_van,True,True,True
14-10,5,cup,barrel,barrel,barrel,barrel,True,True,True
14-11,5,sea,grey_whale,grey_whale,grey_whale,grey_whale,True,True,True
14-12,5,tulip,maraca,maraca,maraca,maraca,True,True,True
14-13,5,train,moving_van,moving_van,moving_van,moving_van,True,True,True
14-14,5,forest,fire_screen,fire_screen,fire_screen,fire_screen,True,True,True
14-15,5,orange,lemon,lemon,lemon,lemon,True,True,True
14-16,5,willow_tree,affenpinscher,affenpinscher,affenpinscher,affenpinscher,True,True,True
14-17,5,apple,maraca,maraca,whiskey_jug,whiskey_jug,True,False,False
14-18,5,butterfly,monarch,monarch,monarch,monarch,True,True,True
14-19,5,forest,black_stork,black_stork,black_stork,black_stork,True,True,True
15-0,5,cockroach,tick,tick,tick,tick,True,True,True
15-1,5,pear,nipple,nipple,nipple,nipple,True,True,True
15-2,5,skunk,whiskey_jug,whiskey_jug,whiskey_jug,langur,True,True,False
15-3,5,dolphin,dugong,dugong,dugong,dugong,True,True,True
15-4,5,otter,redbone,redbone,redbone,Indian_elephant,True,True,False
15-5,5,shark,dugong,dugong,dugong,dugong,True,True,True
15-6,5,skyscraper,moving_van,moving_van,moving_van,moving_van,True,True,True
15-7,5,porcupine,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
15-8,5,girl,Windsor_tie,Windsor_tie,Windsor_tie,Windsor_tie,True,True,True
15-9,5,beetle,isopod,isopod,isopod,isopod,True,True,True
15-10,5,plate,plate_rack,plate_rack,plate_rack,plate_rack,True,True,True
15-11,5,skyscraper,Band_Aid,Band_Aid,Band_Aid,Band_Aid,True,True,True
15-12,5,trout,badger,badger,badger,badger,True,True,True
15-13,5,wolf,milk_can,milk_can,milk_can,milk_can,True,True,True
15-14,5,bicycle,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
15-15,5,butterfly,ant,ant,ant,ant,True,True,True
15-16,5,butterfly,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
15-17,5,skyscraper,moving_van,moving_van,moving_van,moving_van,True,True,True
15-18,5,fox,kit_fox,kit_fox,kit_fox,kit_fox,True,True,True
15-19,5,mushroom,otterhound,otterhound,otterhound,Sussex_spaniel,True,True,False
16-0,5,tulip,chambered_nautilus,chambered_nautilus,sidewinder,axolotl,True,False,False
16-1,5,girl,milk_can,milk_can,milk_can,milk_can,True,True,True
16-2,5,tulip,packet,packet,packet,packet,True,True,True
16-3,5,streetcar,milk_can,milk_can,milk_can,milk_can,True,True,True
16-4,5,mountain,alp,alp,alp,alp,True,True,True
16-5,5,bridge,worm_fence,worm_fence,worm_fence,worm_fence,True,True,True
16-6,5,bear,espresso_maker,espresso_maker,espresso_maker,espresso_maker,True,True,True
16-7,5,aquarium_fish,consomme,consomme,consomme,consomme,True,True,True
16-8,5,lamp,rock_beauty,loupe,rock_beauty,loupe,False,True,False
16-9,5,cup,dugong,dugong,dugong,dugong,True,True,True
16-10,5,sea,yawl,yawl,yawl,yawl,True,True,True
16-11,5,train,passenger_car,passenger_car,passenger_car,passenger_car,True,True,True
16-12,5,lamp,hair_spray,hair_spray,hair_spray,hair_spray,True,True,True
16-13,5,television,screen,screen,screen,screen,True,True,True
16-14,5,kangaroo,lion,lion,lion,lion,True,True,True
16-15,5,snail,snail,snail,snail,cabbage_butterfly,True,True,False
16-16,5,cockroach,tick,tick,tick,tick,True,True,True
16-17,5,bicycle,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
16-18,5,camel,wire-haired_fox_terrier,wire-haired_fox_terrier,wire-haired_fox_terrier,wire-haired_fox_terrier,True,True,True
16-19,5,woman,Windsor_tie,Windsor_tie,Windsor_tie,Windsor_tie,True,True,True
17-0,5,chair,folding_chair,folding_chair,folding_chair,folding_chair,True,True,True
17-1,5,beetle,platypus,platypus,platypus,platypus,True,True,True
17-2,5,bus,moving_van,moving_van,moving_van,moving_van,True,True,True
17-3,5,tractor,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
17-4,5,lobster,eggnog,eggnog,eggnog,eggnog,True,True,True
17-5,5,possum,sloth_bear,sloth_bear,sloth_bear,sloth_bear,True,True,True
17-6,5,couch,cradle,cradle,cradle,cradle,True,True,True
17-7,5,snail,maraca,maraca,maraca,maraca,True,True,True
17-8,5,bee,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
17-9,5,tractor,thresher,thresher,thresher,thresher,True,True,True
17-10,5,mountain,Sealyham_terrier,Sealyham_terrier,Sealyham_terrier,Sealyham_terrier,True,True,True
17-11,5,bridge,limpkin,limpkin,limpkin,limpkin,True,True,True
17-12,5,tractor,amphibian,amphibian,amphibian,amphibian,True,True,True
17-13,5,girl,Windsor_tie,Windsor_tie,Windsor_tie,Windsor_tie,True,True,True
17-14,5,mountain,killer_whale,lakeside,killer_whale,lakeside,False,True,False
17-15,5,aquarium_fish,ocarina,ocarina,pick,ocarina,True,False,True
17-16,5,bear,brown_bear,brown_bear,brown_bear,brown_bear,True,True,True
17-17,5,bed,Windsor_tie,Windsor_tie,Windsor_tie,Windsor_tie,True,True,True
17-18,5,cockroach,cleaver,cleaver,cleaver,cleaver,True,True,True
17-19,5,telephone,hourglass,hourglass,hourglass,hourglass,True,True,True
18-0,5,leopard,cheetah,cheetah,lion,cheetah,True,False,True
18-1,5,orchid,hair_slide,velvet,velvet,velvet,False,False,False
18-2,5,bear,kuvasz,ice_bear,kuvasz,ice_bear,False,True,False
18-3,5,chair,throne,throne,throne,throne,True,True,True
18-4,5,streetcar,passenger_car,moving_van,passenger_car,moving_van,False,True,False
18-5,5,bus,moving_van,moving_van,moving_van,moving_van,True,True,True
18-6,5,bicycle,milk_can,milk_can,milk_can,milk_can,True,True,True
18-7,5,house,moving_van,moving_van,moving_van,moving_van,True,True,True
18-8,5,can,sunscreen,sunscreen,sunscreen,sunscreen,True,True,True
18-9,5,beetle,komondor,komondor,komondor,komondor,True,True,True
18-10,5,train,frilled_lizard,frilled_lizard,frilled_lizard,frilled_lizard,True,True,True
18-11,5,fox,red_fox,red_fox,red_fox,red_fox,True,True,True
18-12,5,seal,sea_lion,sea_lion,sea_lion,sea_lion,True,True,True
18-13,5,shrew,Irish_water_spaniel,Irish_water_spaniel,Irish_water_spaniel,Irish_water_spaniel,True,True,True
18-14,5,streetcar,moving_van,moving_van,affenpinscher,moving_van,True,False,True
18-15,5,boy,maraca,maraca,maraca,maraca,True,True,True
18-16,5,otter,bluetick,Dandie_Dinmont,Dandie_Dinmont,Dandie_Dinmont,False,False,False
18-17,5,porcupine,lion,fox_squirrel,fox_squirrel,fox_squirrel,False,False,False
18-18,5,shark,chambered_nautilus,chambered_nautilus,chambered_nautilus,lipstick,True,True,False
18-19,5,bowl,ocarina,ocarina,ocarina,ocarina,True,True,True
19-0,5,elephant,Indian_elephant,Indian_elephant,Indian_elephant,Indian_elephant,True,True,True
19-1,5,bear,ox,ox,ox,ox,True,True,True
19-2,5,wardrobe,entertainment_center,entertainment_center,entertainment_center,entertainment_center,True,True,True
19-3,5,palm_tree,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
19-4,5,shark,tiger_shark,tiger_shark,tiger_shark,tiger_shark,True,True,True
19-5,5,bridge,steel_arch_bridge,steel_arch_bridge,steel_arch_bridge,steel_arch_bridge,True,True,True
19-6,5,spider,barn_spider,barn_spider,barn_spider,barn_spider,True,True,True
19-7,5,baby,studio_couch,studio_couch,studio_couch,studio_couch,True,True,True
19-8,5,can,lotion,lotion,lotion,lotion,True,True,True
19-9,5,caterpillar,common_newt,fox_squirrel,common_newt,fox_squirrel,False,True,False
19-10,5,lamp,moving_van,moving_van,moving_van,moving_van,True,True,True
19-11,5,wardrobe,espresso_maker,entertainment_center,entertainment_center,entertainment_center,False,False,False
19-12,5,snail,snail,snail,snail,snail,True,True,True
19-13,5,bee,daisy,daisy,daisy,daisy,True,True,True
19-14,5,hamster,Japanese_spaniel,Japanese_spaniel,Japanese_spaniel,Japanese_spaniel,True,True,True
19-15,5,chimpanzee,chimpanzee,chimpanzee,chimpanzee,chimpanzee,True,True,True
19-16,5,porcupine,polecat,polecat,polecat,polecat,True,True,True
19-17,5,orchid,nipple,nipple,nipple,nipple,True,True,True
19-18,5,wardrobe,barrel,barrel,barrel,barrel,True,True,True
19-19,5,sunflower,nematode,nematode,nematode,nematode,True,True,True
20-0,5,bowl,clog,barrel,clog,clog,False,True,True
20-1,5,wardrobe,shoji,shoji,shoji,shoji,True,True,True
20-2,5,cattle,lesser_panda,lesser_panda,lesser_panda,lesser_panda,True,True,True
20-3,5,forest,custard_apple,custard_apple,custard_apple,custard_apple,True,True,True
20-4,5,bicycle,clog,clog,clog,clog,True,True,True
20-5,5,castle,container_ship,container_ship,container_ship,container_ship,True,True,True
20-6,5,hamster,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
20-7,5,table,plate_rack,plate_rack,plate_rack,plate_rack,True,True,True
20-8,5,pickup_truck,moving_van,moving_van,moving_van,moving_van,True,True,True
20-9,5,pear,spaghetti_squash,spaghetti_squash,spaghetti_squash,spaghetti_squash,True,True,True
20-10,5,seal,marmoset,marmoset,marmoset,marmoset,True,True,True
20-11,5,poppy,goldfish,goldfish,goldfish,goldfish,True,True,True
20-12,5,bowl,vase,vase,vase,vase,True,True,True
20-13,5,apple,punching_bag,punching_bag,bell_pepper,punching_bag,True,False,True
20-14,5,lawn_mower,chain_saw,chain_saw,chain_saw,frying_pan,True,True,False
20-15,5,mushroom,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,True,True,True
20-16,5,pickup_truck,assault_rifle,assault_rifle,assault_rifle,assault_rifle,True,True,True
20-17,5,wolf,milk_can,milk_can,milk_can,milk_can,True,True,True
20-18,5,aquarium_fish,clog,clog,clog,clog,True,True,True
20-19,5,willow_tree,Granny_Smith,Granny_Smith,Granny_Smith,milk_can,True,True,False
21-0,5,mountain,grey_whale,grey_whale,grey_whale,grey_whale,True,True,True
21-1,5,girl,croquet_ball,croquet_ball,croquet_ball,croquet_ball,True,True,True
21-2,5,mushroom,Blenheim_spaniel,proboscis_monkey,Blenheim_spaniel,proboscis_monkey,False,True,False
21-3,5,leopard,Dandie_Dinmont,Dandie_Dinmont,Dandie_Dinmont,Dandie_Dinmont,True,True,True
21-4,5,plate,barometer,barometer,barometer,barometer,True,True,True
21-5,5,mushroom,pedestal,pedestal,pedestal,pedestal,True,True,True
21-6,5,caterpillar,dugong,dugong,dugong,dugong,True,True,True
21-7,5,worm,nematode,nematode,nematode,nematode,True,True,True
21-8,5,turtle,dugong,dugong,dugong,dugong,True,True,True
21-9,5,woman,siamang,siamang,siamang,siamang,True,True,True
21-10,5,ray,sloth_bear,sloth_bear,sloth_bear,sloth_bear,True,True,True
21-11,5,tiger,barrel,barrel,barrel,barrel,True,True,True
21-12,5,chimpanzee,siamang,siamang,siamang,siamang,True,True,True
21-13,5,skyscraper,oil_filter,oil_filter,oil_filter,oil_filter,True,True,True
21-14,5,television,entertainment_center,entertainment_center,entertainment_center,entertainment_center,True,True,True
21-15,5,shark,dugong,dugong,dugong,dugong,True,True,True
21-16,5,otter,dugong,dugong,dugong,dugong,True,True,True
21-17,5,woman,Windsor_tie,maraca,maraca,maraca,False,False,False
21-18,5,crocodile,frilled_lizard,sidewinder,frilled_lizard,sidewinder,False,True,False
21-19,5,forest,fire_screen,fire_screen,fire_screen,fire_screen,True,True,True
22-0,5,kangaroo,hartebeest,hartebeest,hartebeest,hartebeest,True,True,True
22-1,5,boy,bulletproof_vest,bulletproof_vest,bulletproof_vest,bulletproof_vest,True,True,True
22-2,5,table,container_ship,container_ship,container_ship,container_ship,True,True,True
22-3,5,tractor,thresher,thresher,thresher,thresher,True,True,True
22-4,5,palm_tree,custard_apple,custard_apple,custard_apple,custard_apple,True,True,True
22-5,5,worm,nematode,nematode,nematode,nematode,True,True,True
22-6,5,possum,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
22-7,5,orchid,daisy,daisy,daisy,daisy,True,True,True
22-8,5,bowl,hot_pot,magnetic_compass,magnetic_compass,hot_pot,False,False,True
22-9,5,beaver,otter,otter,otter,otter,True,True,True
22-10,5,whale,guillotine,guillotine,guillotine,colobus,True,True,False
22-11,5,lawn_mower,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
22-12,5,lamp,table_lamp,table_lamp,table_lamp,table_lamp,True,True,True
22-13,5,crocodile,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
22-14,5,sea,space_shuttle,space_shuttle,airliner,space_shuttle,True,False,True
22-15,5,rose,overskirt,nipple,overskirt,nipple,False,True,False
22-16,5,dinosaur,book_jacket,book_jacket,book_jacket,screen,True,True,False
22-17,5,bear,brown_bear,brown_bear,brown_bear,brown_bear,True,True,True
22-18,5,skunk,indri,indri,indri,indri,True,True,True
22-19,5,bed,entertainment_center,entertainment_center,entertainment_center,entertainment_center,True,True,True
23-0,5,snail,maraca,maraca,maraca,maraca,True,True,True
23-1,5,mushroom,gyromitra,gyromitra,gyromitra,gyromitra,True,True,True
23-2,5,aquarium_fish,goldfish,goldfish,goldfish,goldfish,True,True,True
23-3,5,lion,lion,lion,lion,lion,True,True,True
23-4,5,mouse,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
23-5,5,pear,punching_bag,punching_bag,punching_bag,punching_bag,True,True,True
23-6,5,shark,dugong,dugong,dugong,dugong,True,True,True
23-7,5,rose,screen,screen,screen,screen,True,True,True
23-8,5,turtle,barn_spider,barn_spider,barn_spider,barn_spider,True,True,True
23-9,5,sea,sandbar,sandbar,sandbar,sandbar,True,True,True
23-10,5,telephone,combination_lock,combination_lock,combination_lock,combination_lock,True,True,True
23-11,5,cup,table_lamp,table_lamp,table_lamp,table_lamp,True,True,True
23-12,5,beetle,ladybug,ladybug,ladybug,ladybug,True,True,True
23-13,5,flatfish,dugong,dugong,dugong,dugong,True,True,True
23-14,5,lion,lion,lion,lion,lion,True,True,True
23-15,5,skunk,skunk,skunk,skunk,skunk,True,True,True
23-16,5,apple,maraca,croquet_ball,croquet_ball,croquet_ball,False,False,False
23-17,5,clock,wall_clock,barometer,wall_clock,barometer,False,True,False
23-18,5,girl,milk_can,milk_can,milk_can,milk_can,True,True,True
23-19,5,possum,patas,langur,langur,langur,False,False,False
24-0,5,raccoon,Madagascar_cat,Madagascar_cat,Madagascar_cat,Madagascar_cat,True,True,True
24-1,5,sea,yawl,yawl,yawl,yawl,True,True,True
24-2,5,spider,barometer,barometer,barometer,barometer,True,True,True
24-3,5,shrew,sloth_bear,sloth_bear,sloth_bear,sloth_bear,True,True,True
24-4,5,cockroach,cockroach,cockroach,cockroach,cockroach,True,True,True
24-5,5,tulip,packet,packet,packet,packet,True,True,True
24-6,5,snail,maraca,maraca,maraca,maraca,True,True,True
24-7,5,forest,three-toed_sloth,three-toed_sloth,three-toed_sloth,three-toed_sloth,True,True,True
24-8,5,mouse,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
24-9,5,tractor,tobacco_shop,prayer_rug,tobacco_shop,rock_python,False,True,False
24-10,5,fox,barrel,barrel,barrel,barrel,True,True,True
24-11,5,kangaroo,Madagascar_cat,Madagascar_cat,Madagascar_cat,Madagascar_cat,True,True,True
24-12,5,train,moving_van,moving_van,moving_van,moving_van,True,True,True
24-13,5,bear,sloth_bear,sloth_bear,sloth_bear,sloth_bear,True,True,True
24-14,5,ray,dugong,dugong,dugong,rock_beauty,True,True,False
24-15,5,streetcar,mobile_home,mobile_home,mobile_home,mobile_home,True,True,True
24-16,5,plate,barometer,barometer,barometer,barometer,True,True,True
24-17,5,snake,waffle_iron,waffle_iron,waffle_iron,waffle_iron,True,True,True
24-18,5,dolphin,killer_whale,killer_whale,killer_whale,killer_whale,True,True,True
24-19,5,lawn_mower,thresher,thresher,chain_saw,thresher,True,False,True
25-0,5,house,moving_van,moving_van,moving_van,moving_van,True,True,True
25-1,5,lamp,table_lamp,table_lamp,table_lamp,table_lamp,True,True,True
25-2,5,forest,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
25-3,5,skunk,indri,indri,indri,indri,True,True,True
25-4,5,bear,brown_bear,brown_bear,brown_bear,brown_bear,True,True,True
25-5,5,house,chiton,chiton,chiton,chiton,True,True,True
25-6,5,palm_tree,three-toed_sloth,three-toed_sloth,three-toed_sloth,three-toed_sloth,True,True,True
25-7,5,road,mountain_tent,mountain_tent,mountain_tent,mountain_tent,True,True,True
25-8,5,palm_tree,cardoon,velvet,velvet,velvet,False,False,False
25-9,5,lamp,nipple,nipple,nipple,nipple,True,True,True
25-10,5,plate,pick,pick,pick,pick,True,True,True
25-11,5,tank,amphibian,amphibian,amphibian,amphibian,True,True,True
25-12,5,telephone,punching_bag,punching_bag,punching_bag,punching_bag,True,True,True
25-13,5,can,hair_spray,hair_spray,hair_spray,hair_spray,True,True,True
25-14,5,dolphin,grey_whale,grey_whale,grey_whale,grey_whale,True,True,True
25-15,5,road,worm_fence,worm_fence,worm_fence,worm_fence,True,True,True
25-16,5,dolphin,grey_whale,grey_whale,grey_whale,grey_whale,True,True,True
25-17,5,lobster,clog,clog,clog,clog,True,True,True
25-18,5,kangaroo,Mexican_hairless,Mexican_hairless,Mexican_hairless,Mexican_hairless,True,True,True
25-19,5,bowl,plate_rack,plate_rack,plate_rack,plate_rack,True,True,True
26-0,5,bee,barn_spider,barn_spider,barn_spider,barn_spider,True,True,True
26-1,5,squirrel,red-breasted_merganser,red-breasted_merganser,red-breasted_merganser,red-breasted_merganser,True,True,True
26-2,5,plain,spaghetti_squash,spaghetti_squash,spaghetti_squash,spaghetti_squash,True,True,True
26-3,5,tank,Windsor_tie,barrel,barrel,Windsor_tie,False,False,True
26-4,5,willow_tree,custard_apple,custard_apple,custard_apple,custard_apple,True,True,True
26-5,5,table,plate_rack,plate_rack,plate_rack,plate_rack,True,True,True
26-6,5,couch,plate_rack,studio_couch,revolver,plate_rack,False,False,True
26-7,5,trout,barrel,barrel,barrel,barrel,True,True,True
26-8,5,wolf,lion,lion,lion,lion,True,True,True
26-9,5,bottle,bassoon,bassoon,oboe,bassoon,True,False,True
26-10,5,camel,Sealyham_terrier,Sealyham_terrier,Sealyham_terrier,Sealyham_terrier,True,True,True
26-11,5,squirrel,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
26-12,5,bottle,lotion,lotion,whiskey_jug,lotion,True,False,True
26-13,5,orange,lemon,lemon,lemon,lemon,True,True,True
26-14,5,skyscraper,binder,binder,binder,binder,True,True,True
26-15,5,maple_tree,corn,chiffonier,corn,corn,False,True,True
26-16,5,tractor,pedestal,pedestal,pedestal,pedestal,True,True,True
26-17,5,rose,daisy,daisy,daisy,daisy,True,True,True
26-18,5,boy,bearskin,bearskin,bearskin,bearskin,True,True,True
26-19,5,chair,folding_chair,plate_rack,plate_rack,plate_rack,False,False,False
27-0,5,bed,chiffonier,chiffonier,chiffonier,chiffonier,True,True,True
27-1,5,sunflower,daisy,daisy,daisy,daisy,True,True,True
27-2,5,raccoon,panpipe,panpipe,panpipe,panpipe,True,True,True
27-3,5,porcupine,frilled_lizard,rotisserie,rotisserie,rotisserie,False,False,False
27-4,5,plain,worm_fence,worm_fence,worm_fence,worm_fence,True,True,True
27-5,5,bottle,whiskey_jug,whiskey_jug,whiskey_jug,whiskey_jug,True,True,True
27-6,5,skyscraper,moving_van,moving_van,moving_van,moving_van,True,True,True
27-7,5,television,clog,clog,clog,clog,True,True,True
27-8,5,bee,lion,lion,lion,lion,True,True,True
27-9,5,man,Windsor_tie,Windsor_tie,Windsor_tie,Windsor_tie,True,True,True
27-10,5,road,dugong,sandbar,sandbar,sandbar,False,False,False
27-11,5,cattle,wire-haired_fox_terrier,wire-haired_fox_terrier,wire-haired_fox_terrier,wire-haired_fox_terrier,True,True,True
27-12,5,butterfly,limpkin,limpkin,limpkin,limpkin,True,True,True
